Epoch,Train Loss,Recall@5,MRR5,Best Epoch for Recall@5,Best Epoch for MRR5,Train Loss,Recall@10,MRR10,Best Epoch for Recall@10,Best Epoch for MRR10,Train Loss,Recall@20,MRR20,Best Epoch for Recall@20,Best Epoch for MRR20
0,"tensor(58.9571, grad_fn=<AddBackward0>)",71.39999999999999,47.946666666666665,0,0,"tensor(58.9571, grad_fn=<AddBackward0>)",73.8,48.30595238095237,0,0,"tensor(58.9571, grad_fn=<AddBackward0>)",73.8,48.30595238095237,0,0
1,"tensor(58.1655, grad_fn=<AddBackward0>)",71.39999999999999,47.94666666666667,0,1,"tensor(58.1655, grad_fn=<AddBackward0>)",73.8,48.315714285714286,0,1,"tensor(58.1655, grad_fn=<AddBackward0>)",74.0,48.33238095238095,1,1
